T->C	37.6
T->A	0.0
T->G	1.8
C->T	5.4
C->A	0.0                                                                          
C->G	0.7
A->T	0.2
A->C	6.6
A->G	40.7
G->T	0.0                                                                            
G->C	0.0
G->A	7.8                                                                                                                  
